name	tier	source	status	available_locally	path	description
shopify-app-store-review	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/shopify/skills/shopify-app-store-review/SKILL.md	Run a pre-submission compliance check against your Shopify app's codebase. Reviews App Store requirements and surfaces likely issues before you submit for official review.
supabase	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/supabase/skills/supabase/SKILL.md	Use when doing ANY task involving Supabase. Triggers: Supabase products (Database, Auth, Edge Functions, Realtime, Storage, Vectors, Cron, Queues); client libraries and SSR integrations (supabase-js, @supabase/ssr) in Next.js, React, SvelteKit, Astro, Remix; auth issues (login, logout, sessions, JWT, cookies, getSession, getUser, getClaims, RLS); Supabase CLI or MCP server; schema changes, migrations, security audits, Postgres extensions (pg_graphql, pg_cron, pg_vector).
swiftui-performance-audit	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/build-ios-apps/skills/swiftui-performance-audit/SKILL.md	Audit SwiftUI runtime performance from code first. Use when diagnosing slow rendering, janky scrolling, expensive updates, or profiling needs.
threat-model	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/codex-security/skills/threat-model/SKILL.md	Use when Codex is already in the threat-modeling phase of a security scan, the user explicitly invokes $threat-model, or the user explicitly asks to create, update, or persist a repository threat model. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.
triage-finding	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/codex-security/skills/triage-finding/SKILL.md	Use when the user supplies or imports existing security findings, vulnerability reports, or security/vulnerability Jira/Linear tickets from scanners, advisories, GitHub, Atlassian Rovo, Linear, or similar backlog sources and wants static repo-impact triage. Do not use for discovery, duplicate-bug triage, validation, or fixes.
twilio-call-recordings	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-call-recordings/SKILL.md	Record Twilio voice calls correctly. Covers the critical distinction between Record verb (voicemail) and Dial record (call recording), dual-channel for QA, mid-call pause for PCI, Conference recording, and the ConversationRelay workaround. Use this skill whenever you need to capture call audio for compliance, QA, or analytics.
twilio-compliance-onboarding	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-compliance-onboarding/SKILL.md	Registrations required BEFORE Twilio traffic works. Covers messaging programs (A2P 10DLC, toll-free verification, WhatsApp WABA, RCS, short code, alphanumeric sender) and voice trust programs (STIR/SHAKEN, Voice Integrity, Branded Calling, CNAM). Each number/sender type has its own program — registration blocks traffic until complete.
twilio-compliance-traffic	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-compliance-traffic/SKILL.md	Rules you must follow for Twilio messaging and voice traffic. Covers TCPA (consent tiers, quiet hours, DNC), GDPR (EU consent, right to deletion), PCI DSS (payment recording, Pay verb), HIPAA (BAA, PHI), FDCPA (debt collection limits), CAN-SPAM, WhatsApp policies, SHAKEN/STIR, and consent management patterns. Use this skill proactively when developers have working traffic to ensure they follow the rules.
twilio-isv-sms-best-practices	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-sms-isv-setup/SKILL.md	Best practices for ISVs (Independent Software Vendors) building SMS features into multi-tenant SaaS platforms using Twilio. Covers customer onboarding for A2P and toll-free compliance, subaccount architecture, sender management, billing patterns, and common ISV pitfalls. Use this when building SMS capabilities that your customers will use to message their end users.
twilio-messaging-webhooks	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-messaging-webhooks/SKILL.md	Receive and respond to inbound messages and track outbound delivery status via Twilio webhooks — across SMS, MMS, WhatsApp, and RCS. Covers webhook request parameters, replying with TwiML, validating webhook signatures for security, and handling status callbacks. Use this skill whenever an agent needs to handle incoming messages on any channel or track outbound message delivery in real time.
twilio-rcs-messaging	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-rcs-messaging/SKILL.md	Send RCS Business Messages via Twilio. Covers compliance onboarding (7-part US process), sender profile setup, sending rich cards and carousels, SMS fallback, device support (Android + iOS 18 caveats), and common errors. Use this skill when building RCS messaging or onboarding an RCS sender.
twilio-regulatory-compliance-bundles	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-regulatory-compliance-bundles/SKILL.md	Manage regulatory compliance for international phone numbers. Covers what bundles are, which countries require them, how to create End-Users and Supporting Documents, evaluate and submit bundles, fix evaluation failures, update bundles when regulations change, and ISV multi-account patterns. Use this skill when provisioning numbers outside the US.
twilio-security-compliance-hipaa	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/twilio-developer-kit/skills/twilio-security-compliance-hipaa/SKILL.md	Configure Twilio accounts for HIPAA compliance. Covers BAA requirements, HIPAA Project designation (self-service and support), eligible services list, per-product requirements (Voice, SMS, ConversationRelay, Conversation Intelligence, Flex, Verify), message redaction, and what is NOT eligible. Use this skill when developers are building healthcare workflows on Twilio.
validation	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/codex-security/skills/validation/SKILL.md	Use when Codex is already in the validation phase of a security scan or the user explicitly asks to determine whether one or more candidate security findings are valid. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.
vercel-firewall	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/vercel/skills/vercel-firewall/SKILL.md	Vercel Firewall and security expert guidance. Use when configuring DDoS protection, WAF rules, rate limiting, bot filtering, IP allow/block lists, OWASP rulesets, Attack Challenge Mode, or any security configuration on the Vercel platform.
vulnerability-writeup	official-source	openai-plugins	current	requires-submodule-init	full-sources/official/openai-plugins/plugins/codex-security/skills/vulnerability-writeup/SKILL.md	Write up vulnerabilities from disclosure documents, rough notes, supplied findings, PoCs, source code, or Codex Security scan output into polished, self-contained, source-backed reports. Use for one vulnerability or a disclosure campaign; a Codex Security scan is optional.
writing-guidelines	official-source	vercel-agent-skills	current	requires-submodule-init	full-sources/official/vercel-agent-skills/skills/writing-guidelines/SKILL.md	"Review docs/prose for Writing Guidelines compliance. Use when asked to ""review my docs"", ""check writing style"", ""audit prose"", ""review docs voice and tone"", or ""check this page against the writing handbook""."
design-evaluation	curated-source	design-evaluation	current	requires-submodule-init	full-sources/curated/design-evaluation/skills/design-evaluation/SKILL.md	Evaluate one design or a user-approved maturity-mapped batch through a transparent evidence-based rubric. Classify each work, score design quality and presentation, identify Critical risks, report evidence confidence, and optionally shortlist works within separate maturity tracks. Use when a user asks to judge, score, critique, review, diagnose, batch-evaluate, or rank designs by evidence-aligned evaluation score. Do not use this skill to retrieve winners, choose an award, produce a redesign, audit submission-file compliance, simulate an official jury, or predict winning probability.
accessibility	community	ECC	current	yes	skills/community/ECC/skills/accessibility/SKILL.md	Design, implement, and audit inclusive digital products using WCAG 2.2 Level AA
ai-act-readiness	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/ai-act-readiness/SKILL.md	/cs:ai-act-readiness <system> — EU AI Act 6-question forcing interrogation. Use during AI-system intake, before EU deployment, or during annual compliance refresh as Article 113 obligations phase in (2025-02-02 / 2025-08-02 / 2026-08-02 / 2027-08-02).
ai-security	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/engineering-team/skills/ai-security/SKILL.md	Use when assessing AI/ML systems for prompt injection, jailbreak vulnerabilities, model inversion risk, data poisoning exposure, or agent tool abuse. Covers MITRE ATLAS technique mapping, injection signature detection, and adversarial robustness scoring.
aims-audit	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/aims-audit/SKILL.md	/cs:aims-audit <scope> — ISO/IEC 42001 AIMS internal-audit 6-question forcing interrogation. Use before certification stage 1, before annual internal audit cycles, or when onboarding a new AI system into an existing AIMS.
analytics-tracking	community	boraoztunc-skills	current	yes	skills/community/boraoztunc-skills/analytics-tracking/SKILL.md	"When the user wants to set up, improve, or audit analytics tracking and measurement. Also use when the user mentions ""set up tracking,"" ""GA4,"" ""Google Analytics,"" ""conversion tracking,"" ""event tracking,"" ""UTM parameters,"" ""tag manager,"" ""GTM,"" ""analytics implementation,"" or ""tracking plan."" For A/B test measurement, see ab-test-setup."
apple-hig-expert	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/product-team/apple-hig-expert/skills/apple-hig-expert/SKILL.md	Audits and designs iOS/macOS/watchOS/visionOS interfaces against the Apple Human Interface Guidelines, including the Liquid Glass design language (announced WWDC25, shipped with iOS 26/macOS Tahoe, Sept 2025). Use when reviewing an Apple-platform mockup or app for HIG compliance, checking contrast or tap-target sizes, or designing native-feeling Apple UI (e.g., 'audit my iOS app against the HIG', 'is this text readable on Liquid Glass?').
atlassian-admin	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/project-management/skills/atlassian-admin/SKILL.md	Atlassian Administrator for managing and organizing Atlassian products (Jira, Confluence, Bitbucket, Trello), users, permissions, security, integrations, system configuration, and org-wide governance. Use when asked to add users to Jira, change Confluence permissions, configure access control, update admin settings, manage Atlassian groups, set up SSO, install marketplace apps, review security policies, or handle any org-wide Atlassian administration task.
aurakit	community	buildwithclaude-hub	current	yes	skills/community/buildwithclaude-hub/plugins/all-skills/skills/aurakit/SKILL.md	Sonnet Amplified fullstack engine. 34 modes, SEC-01~15 OWASP security, 13 runtime hooks, 75% token reduction. Install: npx @smorky85/aurakit
book-atlas-ai-stack-audit	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-atlas-ai-stack-audit/SKILL.md	将 Kate Crawford《Atlas of AI》（2021）转化为 AI 全栈物质性、劳动、数据、分类、情感推断、国家与权力审计。 当用户要评估 AI 采购、训练/标注供应链、数据来源、分类伤害、生物识别/情绪识别、数据中心环境声明、国家用途、补救与退出时使用。 每项声明必须写系统边界、地域、日期、分母、来源与不确定性；禁止把企业/设施总量无依据地换算为单模型或单提示足迹，也不把一张“伦理清单”当完成正义。
book-ethical-algorithm-constraints	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-ethical-algorithm-constraints/SKILL.md	将 Michael Kearns 与 Aaron Roth《The Ethical Algorithm》（2019）转化为隐私、公平、策略响应、自适应分析与可解释性约束审计。 当用户要把 differential privacy、fairness metrics、subgroup audit、performative/strategic response、reusable holdout 或 explanation 用于真实决策时使用。 形式保证不是道德完备性：隐私参数、群体指标和解释必须绑定具体人群/权利/制度/伤害；遇到不可能性、规范冲突或高风险无申诉时停止或升级，不以一个技术分数批准系统。
book-human-compatible-alignment	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-human-compatible-alignment/SKILL.md	深度、来源可追溯地运用 Stuart Russell《与人类兼容/Human Compatible》审查目标误设、偏好不确定性、协助博弈、可纠正性与关闭激励。 当用户要设计 AI 目标、偏好学习、反馈查询、人工覆写、多利益相关者聚合、奖励防投机、上线门或停止机制时使用。 必须把 Russell 的三原则/CIRL/Off-Switch Game 与本 Skill 的治理综合分开；人的行为只是偏好的带噪证据，不是授权，偏好也不自动合法、稳定、知情或可用单一效用函数聚合。 不把“对偏好保持不确定”当成安全保证，不以推断偏好绕过同意、权利、法律、正当程序和受影响群体的治理权。
book-human-use-cybernetics	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-human-use-cybernetics/SKILL.md	基于 Norbert Wiener《人有人的用处》审计 AI、算法管理和自动化系统的人类目的、通信、反馈、噪声、时滞、控制、劳动影响与责任边界。 当用户要设计或评审人机协作、human-in-the-loop、指标优化、自动决策、监控、申诉、人工覆盖、自动化替代或反馈回路时使用。 必须区分原书框架、Wiener 其他控制论著作、后续研究和本 Skill 的 HUMAN 操作化；功能类比不等于人机伦理等同，社会熵不作为可直接计算的 KPI。 高风险事项须要求真实影响证据、适用法规与合格领域人员；不以“系统自动决定”转移人的责任。
book-privacy-context-flow-audit	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-privacy-context-flow-audit/SKILL.md	基于 Helen Nissenbaum《Privacy in Context》把隐私问题编译为社会情境、subject/sender/recipient/attribute/transmission-principle 五参数信息流、entrenched norm、参数偏离、prima-facie 判断与道德政治/情境价值评价。 当用户审计跨情境数据共享、公共记录、平台追踪、推断数据、AI memory/agent、隐私政策、notice-and-consent 或目的变更时使用。 不把隐私等同保密/安全/控制，不把公开数据当自由取用，不把多数预期当正当规范或签署同意当适当性证明。高影响领域缺 owner、规则、真实影响、受影响群体、争议、stop/rollback 时受控失败；输出不是法律或部署批准。
book-safer-world-control-audit	community	nuwa-distilled	current	yes	skills/community/nuwa-distilled/book-safer-world-control-audit/SKILL.md	基于 Nancy Leveson《Engineering a Safer World》把复杂社会技术系统的损失、危险、安全约束、层级控制结构、过程模型、反馈、不安全控制动作、loss scenarios 与运行风险迁移编译为可追踪审计。 当用户需要 STAMP/STPA/CAST、软件与人机交互安全、组织/监管控制、四类 UCA、领先指标或 AI/agent 安全控制结构时使用。 不把可靠性当安全，不把候选场景当已验证因果，不把 STPA 当概率风险量化、完整性证明或认证。高影响领域缺真实影响、owner、独立复核、申诉、stop/rollback 时受控失败；输出不是部署批准。
carrier-relationship-management	community	ECC	current	yes	skills/community/ECC/skills/carrier-relationship-management/SKILL.md	Codified expertise for managing carrier portfolios, negotiating freight rates, tracking carrier performance, allocating freight, and maintaining strategic carrier relationships. Informed by transportation managers with 15+ years experience. Includes scorecarding frameworks, RFP processes, market intelligence, and compliance vetting. Use when managing carriers, negotiating rates, evaluating carrier performance, or building freight strategies.
ciso-advisor	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/c-level-advisor/skills/ciso-advisor/SKILL.md	Security leadership for growth-stage companies. Risk quantification in dollars, compliance roadmap (SOC 2/ISO 27001/HIPAA/GDPR), security architecture strategy, incident response leadership, and board-level security reporting. Use when building security programs, justifying security budget, selecting compliance frameworks, managing incidents, assessing vendor risk, or when user mentions CISO, security strategy, compliance roadmap, zero trust, or board security reporting.
ciso-review	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/c-level-advisor/c-level-agents/skills/ciso-review/SKILL.md	/cs:ciso-review <plan> — Risk-paranoid interrogation of any plan that touches data, compliance, or production access. Use when launching features that handle customer data, before a SOC 2 / ISO audit, or after any incident or near-miss.
click-path-audit	community	ECC	current	yes	skills/community/ECC/skills/click-path-audit/SKILL.md	Trace every user-facing button/touchpoint through its full state change sequence to find bugs where functions individually work but cancel each other out, produce wrong final state, or leave the UI in an inconsistent state. Use when: systematic debugging found no bugs but users report broken buttons, or after any major refactor touching shared state stores.
compliance-os	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/compliance-os/SKILL.md	Compliance OS — meta-orchestrator that lets compliance teams CONFIGURE which frameworks apply, COMPUTE cross-framework control overlap, SIMULATE internal audits, and CONSOLIDATE evidence across multiple frameworks. Four decisions: (1) Given a company profile, which of the 12 supported frameworks apply (ISO 27001/13485/42001/14971, EU AI Act, MDR 745, GDPR, SOC 2, FDA QSR, NIST CSF 2.0, NIS2, HIPAA)? (2) Across selected frameworks, which controls overlap and how much evidence reuses? (3) For a given framework + scope, what does a realistic mock audit produce — drawing from the 205-scenario library? (4) Across selected frameworks, what's the unified evidence checklist with reuse map? Use when standing up a multi-framework program, planning the annual audit calendar, or preparing for certification stage 1. Does NOT replace per-framework skills (it orchestrates them).
compliance-readiness	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/compliance-readiness/SKILL.md	/cs:compliance-readiness <program> — Multi-framework compliance officer 6-question forcing interrogation of any compliance program. Use before starting a new framework, planning the annual audit calendar, or preparing for certification stage 1.
confluence-expert	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/project-management/skills/confluence-expert/SKILL.md	Atlassian Confluence expert for creating and managing spaces, knowledge bases, and documentation. Configures space permissions and hierarchies, creates page templates with macros, sets up documentation taxonomies, designs page layouts, and manages content governance. Use when users need to build or restructure a Confluence space, design page hierarchies with permission structures, author or standardise documentation templates, embed Jira reports in pages, run knowledge base audits, or establish documentation standards and collaborative workflows.
context-engine	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/c-level-advisor/skills/context-engine/SKILL.md	Loads and manages company context for all C-suite advisor skills. Reads ~/.claude/company-context.md, detects stale context (>90 days), enriches context during conversations, and enforces privacy/anonymization rules before external API calls. Use when starting any C-suite advisor session, when context looks stale or missing, or before sending company data to an external service.
cs-quality-regulatory	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/.gemini/skills/cs-quality-regulatory/SKILL.md	Quality & Regulatory agent for ISO 13485 QMS, MDR compliance, FDA submissions, GDPR/DSGVO, and ISMS audits. Orchestrates ra-qm-team skills. Spawn when users need regulatory strategy, audit preparation, CAPA management, risk management, or compliance documentation.
cs-wiki-linter	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/.gemini/skills/cs-wiki-linter/SKILL.md	"Dispatched sub-agent that runs a periodic health check on an LLM Wiki vault. Runs mechanical checks via scripts (orphans, broken links, stale pages, missing frontmatter, duplicate titles, log gaps), does semantic checks (contradictions, stale claims, cross-reference gaps, concepts missing their own page), and produces a markdown report with suggested actions. Spawn weekly, after batch ingests, or when the user says ""check the wiki"" / ""lint my wiki"" / ""audit the vault""."
cso	community	gstack	current	yes	skills/community/gstack/cso/SKILL.md	Chief Security Officer mode. (gstack)
customs-trade-compliance	community	ECC	current	yes	skills/community/ECC/skills/customs-trade-compliance/SKILL.md	Codified expertise for customs documentation, tariff classification, duty optimization, restricted party screening, and regulatory compliance across multiple jurisdictions. Informed by trade compliance specialists with 15+ years experience. Includes HS classification logic, Incoterms application, FTA utilization, and penalty mitigation. Use when handling customs clearance, tariff classification, trade compliance, import/export documentation, or duty optimization.
data-quality-auditor	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/engineering/data-quality-auditor/skills/data-quality-auditor/SKILL.md	Audit datasets for completeness, consistency, accuracy, and validity. Profile data distributions, detect anomalies and outliers, surface structural issues, and produce an actionable remediation plan. Use when the user asks to check data quality, profile a dataset, hunt outliers or missing values, or validate data before analysis or model training.
deepsec	community	deepsec	current	yes	skills/community/deepsec/SKILL.md	Run deepsec, an AI-powered cyber-security vulnerability scanner. Activates when the user invokes /deepsec, asks to run deepsec, or wants to scan their repo, branch, or uncommitted changes for vulnerabilities.
defi-amm-security	community	ECC	current	yes	skills/community/ECC/skills/defi-amm-security/SKILL.md	Security checklist for Solidity AMM contracts, liquidity pools, and swap flows. Covers reentrancy, CEI ordering, donation or inflation attacks, oracle manipulation, slippage, admin controls, and integer math.
delivery-gate	community	ECC	current	yes	skills/community/ECC/skills/delivery-gate/SKILL.md	Stop hook that blocks Claude from finishing until quality checks pass. Detects rationalization patterns (surface text heuristics), stale learning logs (filesystem mtime), and low disk space. Complements self-audit by mechanically enforcing learning capture habits.
dependency-auditor	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/engineering/skills/dependency-auditor/SKILL.md	Audit and manage dependencies across multi-language projects. Identifies vulnerabilities, license conflicts, transitive dependency risks, and safe-upgrade paths. Use when auditing third-party packages before release, investigating a CVE, planning a major version bump, or running a license-compliance review. Examples: 'audit our npm dependencies', 'do we have GPL contamination', 'plan the upgrade to React 19'.
design-taste-frontend	community	taste-skill	current	yes	skills/community/taste-skill/skills/taste-skill/SKILL.md	Anti-slop frontend skill for landing pages, portfolios, and redesigns. The agent reads the brief, infers the right design direction, and ships interfaces that do not look templated. Real design systems when applicable, audit-first on redesigns, strict pre-flight check.
devex-review	community	gstack	current	yes	skills/community/gstack/devex-review/SKILL.md	Live developer experience audit. (gstack)
django-security	community	ECC	current	yes	skills/community/ECC/skills/django-security/SKILL.md	Django security best practices, authentication, authorization, CSRF protection, SQL injection prevention, XSS prevention, and secure deployment configurations.
docker-development	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/engineering/docker-development/skills/docker-development/SKILL.md	Docker and container development agent skill and plugin for Dockerfile optimization, docker-compose orchestration, multi-stage builds, and container security hardening. Use when: user wants to optimize a Dockerfile, create or improve docker-compose configurations, implement multi-stage builds, audit container security, reduce image size, or follow container best practices. Covers build performance, layer caching, secret management, and production-ready container patterns.
ecc-tools-cost-audit	community	ECC	current	yes	skills/community/ECC/skills/ecc-tools-cost-audit/SKILL.md	Evidence-first ECC Tools burn and billing audit workflow. Use when investigating runaway PR creation, quota bypass, premium-model leakage, duplicate jobs, or GitHub App cost spikes in the ECC Tools repo.
fda-consultant-specialist	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/ra-qm-team/skills/fda-consultant-specialist/SKILL.md	FDA regulatory consultant for medical device companies. Provides 510(k)/PMA/De Novo pathway guidance, QMSR (21 CFR 820, which incorporates ISO 13485:2016 by reference since 2026-02-02; formerly QSR) compliance, HIPAA assessments, and device cybersecurity. Use when user mentions FDA submission, 510(k), PMA, De Novo, QMSR, QSR, ISO 13485 for FDA, premarket, predicate device, substantial equivalence, HIPAA medical device, or FDA cybersecurity.
fda-qsr-audit-prep	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/fda-qsr-audit-prep/SKILL.md	/cs:fda-qsr-audit-prep <scope> — FDA 21 CFR 820 (QSR / QMSR) audit 6-question forcing interrogation. Post-Feb 2026 substantially harmonized with ISO 13485. Use before annual internal QSR audit, pre-FDA-inspection readiness, or Form 483 response.
feedoracle-compliance	community	buildwithclaude-hub	current	yes	skills/community/buildwithclaude-hub/plugins/feedoracle-compliance/skills/compliance/SKILL.md	MiCA compliance evidence and stablecoin risk scoring. Use when the user asks about stablecoin compliance, MiCA status, peg stability, or needs verifiable evidence for audit workflows.
founder-coach	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/c-level-advisor/skills/founder-coach/SKILL.md	Personal leadership development for founders and first-time CEOs. Covers founder archetype identification, delegation frameworks, energy management, CEO calendar audits, leadership style evolution, blind spot identification, imposter syndrome, founder mental health, and succession planning. Use when a founder feels like the bottleneck, struggles to delegate, is burning out, transitioning from IC to executive, managing a board, or when user mentions founder mode, CEO growth, leadership development, delegation, burnout, or imposter syndrome.
gdpr-audit-prep	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/compliance-os/skills/gdpr-audit-prep/SKILL.md	/cs:gdpr-audit-prep <scope> — GDPR audit 6-question Article-cited forcing interrogation. Use before annual internal GDPR review, post-breach internal audit, DPA investigation readiness, or acquisition due diligence.
gdpr-dsgvo-expert	community	alirezarezvani-claude-skills	current	yes	skills/community/alirezarezvani-claude-skills/ra-qm-team/skills/gdpr-dsgvo-expert/SKILL.md	GDPR and German DSGVO compliance automation. Scans codebases for privacy risks, generates DPIA documentation, tracks data subject rights requests with Art. 12(3) one-month deadlines. Use when running GDPR compliance assessments, privacy audits, data protection planning, DPIA generation, or data subject rights (DSAR) management (e.g., 'check this service for GDPR risks', 'track an access request deadline'). Final compliance determinations route to the DPO or legal counsel.
